anime_id,title,title_english,title_synonyms,type,source,episodes,status,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,related,producer,licensor,studio,genre,duration_min,aired_from_year
30,Neon Genesis Evangelion,Neon Genesis Evangelion,Shinseiki Evangelion,TV,Original,26,Finished Airing,"Oct 4, 1995 to Mar 27, 1996","{'from': '1995-10-04', 'to': '1996-03-27'}",24 min. per ep.,PG-13 - Teens 13 or older,8.32,364012,223,48,641101,41098,Fall 1995,Wednesdays at 18:30 (JST),"{'Adaptation': [{'mal_id': 698, 'type': 'manga', 'url': 'https://myanimelist.net/manga/698/Neon_Genesis_Evangelion', 'title': 'Neon Genesis Evangelion'}], 'Summary': [{'mal_id': 31, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31/Neon_Genesis_Evangelion__Death___Rebirth', 'title': 'Neon Genesis Evangelion: Death & Rebirth'}], 'Sequel': [{'mal_id': 32, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32/Neon_Genesis_Evangelion__The_End_of_Evangelion', 'title': 'Neon Genesis Evangelion: The End of Evangelion'}], 'Alternative version': [{'mal_id': 2759, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2759/Evangelion__10_You_Are_Not_Alone', 'title': 'Evangelion: 1.0 You Are (Not) Alone'}, {'mal_id': 3784, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3784/Evangelion__20_You_Can_Not_Advance', 'title': 'Evangelion: 2.0 You Can (Not) Advance'}, {'mal_id': 3785, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3785/Evangelion__30_You_Can_Not_Redo', 'title': 'Evangelion: 3.0 You Can (Not) Redo'}, {'mal_id': 3786, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3786/Evangelion__30_10', 'title': 'Evangelion: 3.0+1.0'}], 'Spin-off': [{'mal_id': 4130, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4130/Petit_Eva__EvangelionSchool', 'title': 'Petit Eva: Evangelion@School'}], 'Other': [{'mal_id': 23023, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23023/Peaceful_Times_F02_Petit_Film', 'title': 'Peaceful Times (F02) Petit Film'}, {'mal_id': 28149, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28149/Nihon_Animator_Mihonichi', 'title': 'Nihon Animator Mihonichi'}]}","TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka",ADV Films,"Gainax, Tatsunoko Production","Action, Sci-Fi, Dementia, Psychological, Drama, Mecha",24,1995
31,Neon Genesis Evangelion: Death & Rebirth,Neon Genesis Evangelion: Death & Rebirth,"Shinseiki Evangelion Gekijouban: Shi to Shinsei, Neon Genesis Evangelion - Death and Rebirth",Movie,Original,1,Finished Airing,15-Mar-97,"{'from': '1997-03-15', 'to': '1997-03-15'}",1 hr. 41 min.,R - 17+ (violence & profanity),7.5,70425,1639,699,121923,384,,,"{'Parent story': [{'mal_id': 30, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30/Neon_Genesis_Evangelion', 'title': 'Neon Genesis Evangelion'}]}","Movic, Sega, TV Tokyo Music, Audio Tanaka",,"Gainax, Production I.G","Drama, Mecha, Psychological, Sci-Fi",101,1997
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,"Rurouni Kenshin: Tsuiokuhen, Rurouni Kenshin: Reminiscence",OVA,Manga,4,Finished Airing,"Feb 20, 1999 to Sep 22, 1999","{'from': '1999-02-20', 'to': '1999-09-22'}",30 min. per ep.,R - 17+ (violence & profanity),8.79,89117,31,481,167218,4683,,,"{'Adaptation': [{'mal_id': 22, 'type': 'manga', 'url': 'https://myanimelist.net/manga/22/Rurouni_Kenshin__Meiji_Kenkaku_Romantan', 'title': 'Rurouni Kenshin: Meiji Kenkaku Romantan'}], 'Sequel': [{'mal_id': 45, 'type': 'anime', 'url': 'https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan', 'title': 'Rurouni Kenshin: Meiji Kenkaku Romantan'}]}",Aniplex,"ADV Films, Aniplex of America",Studio Deen,"Action, Historical, Drama, Romance, Martial Arts, Samurai",30,1999
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,Samurai X,TV,Manga,94,Finished Airing,"Jan 10, 1996 to Sep 8, 1998","{'from': '1996-01-10', 'to': '1998-09-08'}",25 min. per ep.,PG-13 - Teens 13 or older,8.4,135713,168,240,275431,8137,Winter 1996,Wednesdays at 19:30 (JST),"{'Adaptation': [{'mal_id': 22, 'type': 'manga', 'url': 'https://myanimelist.net/manga/22/Rurouni_Kenshin__Meiji_Kenkaku_Romantan', 'title': 'Rurouni Kenshin: Meiji Kenkaku Romantan'}], 'Prequel': [{'mal_id': 44, 'type': 'anime', 'url': 'https://myanimelist.net/anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen', 'title': 'Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen'}], 'Side story': [{'mal_id': 46, 'type': 'anime', 'url': 'https://myanimelist.net/anime/46/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Ishinshishi_e_no_Chinkonka', 'title': 'Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka'}, {'mal_id': 4664, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4664/Rurouni_Kenshin__Special_Techniques', 'title': 'Rurouni Kenshin: Special Techniques'}, {'mal_id': 9716, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9716/Rurouni_Kenshin__Review_Special', 'title': 'Rurouni Kenshin: Review Special'}, {'mal_id': 12067, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12067/Rurouni_Kenshin_Special', 'title': 'Rurouni Kenshin Special'}], 'Sequel': [{'mal_id': 401, 'type': 'anime', 'url': 'https://myanimelist.net/anime/401/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Seisou-hen', 'title': 'Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen'}], 'Alternative version': [{'mal_id': 6591, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6591/Rurouni_Kenshin_DVD-BOX_Special_Ending', 'title': 'Rurouni Kenshin DVD-BOX Special Ending'}, {'mal_id': 11441, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11441/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Shin_Kyoto-hen', 'title': 'Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen'}], 'Summary': [{'mal_id': 10334, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10334/Rurouni_Kenshin_Recap', 'title': 'Rurouni Kenshin Recap'}], 'Other': [{'mal_id': 37537, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37537/Sobakasu', 'title': 'Sobakasu'}]}","Aniplex, SME Visual Works, Fuji TV",Media Blasters,"Studio Gallop, Studio Deen","Action, Adventure, Comedy, Historical, Romance, Samurai",25,1996
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Samurai X: The Motion Picture,"Rurouni Kenshin: Ishinshishi e no Requiem, Kenshin - Samurai X, Rurouni Kenshin Movie, Rurouni Kenshin - Requiem for the Restoration Royalists, Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Requiem",Movie,Manga,1,Finished Airing,20-Dec-97,"{'from': '1997-12-20', 'to': '1997-12-20'}",1 hr. 31 min.,R - 17+ (violence & profanity),7.63,20935,1280,1856,37309,93,,,"{'Parent story': [{'mal_id': 45, 'type': 'anime', 'url': 'https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan', 'title': 'Rurouni Kenshin: Meiji Kenkaku Romantan'}]}","Fuji TV, Sony Music Entertainment","ADV Films, Aniplex of America",Studio Gallop,"Samurai, Historical, Drama, Shounen",91,1997
48,.hack//Sign,.hack//Sign,,TV,Original,26,Finished Airing,"Apr 4, 2002 to Sep 26, 2002","{'from': '2002-04-04', 'to': '2002-09-26'}",24 min. per ep.,PG-13 - Teens 13 or older,7.09,61485,3221,650,129334,1189,Spring 2002,Thursdays at Unknown,"{'Sequel': [{'mal_id': 298, 'type': 'anime', 'url': 'https://myanimelist.net/anime/298/hack__Tasogare_no_Udewa_Densetsu', 'title': '.hack//Tasogare no Udewa Densetsu'}, {'mal_id': 873, 'type': 'anime', 'url': 'https://myanimelist.net/anime/873/hack__Roots', 'title': '.hack//Roots'}, {'mal_id': 1143, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1143/hack__Intermezzo', 'title': '.hack//Intermezzo'}, {'mal_id': 1487, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1487/hack__Unison', 'title': '.hack//Unison'}], 'Alternative setting': [{'mal_id': 299, 'type': 'anime', 'url': 'https://myanimelist.net/anime/299/hack__Liminality', 'title': '.hack//Liminality'}], 'Side story': [{'mal_id': 454, 'type': 'anime', 'url': 'https://myanimelist.net/anime/454/hack__Gift', 'title': '.hack//Gift'}], 'Other': [{'mal_id': 9332, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9332/hack__Quantum', 'title': '.hack//Quantum'}, {'mal_id': 11375, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11375/hack__The_Movie__Sekai_no_Mukou_ni', 'title': '.hack//The Movie: Sekai no Mukou ni'}]}","Bandai Visual, Yomiko Advertising, Bandai, CyberConnect2","Funimation, Bandai Entertainment",Bee Train,"Game, Sci-Fi, Adventure, Mystery, Magic, Fantasy",24,2002
49,Aa! Megami-sama!,Oh! My Goddess,Ah! My Goddess (OVA),OVA,Manga,5,Finished Airing,"Feb 21, 1993 to May 17, 1994","{'from': '1993-02-21', 'to': '1994-05-17'}",30 min. per ep.,PG-13 - Teens 13 or older,7.38,20930,2093,1807,39049,238,,,"{'Adaptation': [{'mal_id': 446, 'type': 'manga', 'url': 'https://myanimelist.net/manga/446/Aa_Megami-sama', 'title': 'Aa! Megami-sama!'}], 'Alternative version': [{'mal_id': 50, 'type': 'anime', 'url': 'https://myanimelist.net/anime/50/Aa_Megami-sama_TV', 'title': 'Aa! Megami-sama! (TV)'}], 'Sequel': [{'mal_id': 304, 'type': 'anime', 'url': 'https://myanimelist.net/anime/304/Aa_Megami-sama_Movie', 'title': 'Aa! Megami-sama! Movie'}], 'Other': [{'mal_id': 9611, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9611/Aa_Megami-sama_2011', 'title': 'Aa! Megami-sama! (2011)'}]}","Bandai Visual, KSS, Pony Canyon, TBS, Kodansha, Half H.P Studio, Nichion",AnimEigo,AIC,"Comedy, Magic, Romance, Seinen, Supernatural",30,1993
50,Aa! Megami-sama! (TV),Ah! My Goddess,Ah! My Goddess! (TV),TV,Manga,24,Finished Airing,"Jan 7, 2005 to Jul 8, 2005","{'from': '2005-01-07', 'to': '2005-07-08'}",24 min. per ep.,PG-13 - Teens 13 or older,7.43,57264,1881,769,112066,1011,Winter 2005,Unknown,"{'Adaptation': [{'mal_id': 446, 'type': 'manga', 'url': 'https://myanimelist.net/manga/446/Aa_Megami-sama', 'title': 'Aa! Megami-sama!'}], 'Alternative version': [{'mal_id': 49, 'type': 'anime', 'url': 'https://myanimelist.net/anime/49/Aa_Megami-sama', 'title': 'Aa! Megami-sama!'}], 'Spin-off': [{'mal_id': 303, 'type': 'anime', 'url': 'https://myanimelist.net/anime/303/Aa_Megami-sama__Chichaitte_Koto_wa_Benri_da_ne', 'title': 'Aa! Megami-sama!: Chichaitte Koto wa Benri da ne'}], 'Sequel': [{'mal_id': 880, 'type': 'anime', 'url': 'https://myanimelist.net/anime/880/Aa_Megami-sama__Sorezore_no_Tsubasa', 'title': 'Aa! Megami-sama!: Sorezore no Tsubasa'}], 'Side story': [{'mal_id': 1003, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1003/Aa_Megami-sama_TV_Specials', 'title': 'Aa! Megami-sama! (TV) Specials'}]}","Bandai Visual, TBS","Media Blasters, NYAV Post",AIC,"Comedy, Supernatural, Magic, Romance, Seinen",24,2005
52,Kidou Tenshi Angelic Layer,Battle Doll Angelic Layer,,TV,Manga,26,Finished Airing,"Apr 1, 2001 to Sep 23, 2001","{'from': '2001-04-01', 'to': '2001-09-23'}",24 min. per ep.,PG-13 - Teens 13 or older,7.31,22165,2389,1663,44235,250,Spring 2001,Sundays at 17:20 (JST),"{'Adaptation': [{'mal_id': 80, 'type': 'manga', 'url': 'https://myanimelist.net/manga/80/Angelic_Layer', 'title': 'Angelic Layer'}]}",TV Tokyo Music,"ADV Films, Sentai Filmworks",Bones,"Sci-Fi, Comedy, Sports, Drama, Shounen",24,2001
53,Ai Yori Aoshi,Ai Yori Aoshi,Bluer Than Indigo,TV,Manga,24,Finished Airing,"Apr 11, 2002 to Sep 26, 2002","{'from': '2002-04-11', 'to': '2002-09-26'}",23 min. per ep.,PG-13 - Teens 13 or older,7.21,39166,2756,1064,77920,409,Spring 2002,Unknown,"{'Adaptation': [{'mal_id': 75, 'type': 'manga', 'url': 'https://myanimelist.net/manga/75/Ai_yori_Aoshi', 'title': 'Ai yori Aoshi'}], 'Sequel': [{'mal_id': 394, 'type': 'anime', 'url': 'https://myanimelist.net/anime/394/Ai_Yori_Aoshi__Enishi', 'title': 'Ai Yori Aoshi: Enishi'}], 'Side story': [{'mal_id': 6709, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6709/Ai_Yori_Aoshi__Yumegatari', 'title': 'Ai Yori Aoshi: Yumegatari'}]}","Movic, Fuji TV, Pioneer LDC, Cosmic Ray","Funimation, Geneon Entertainment USA",J.C.Staff,"Comedy, Drama, Harem, Romance, Slice of Life",23,2002
54,Appleseed (Movie),,Appleseed (2004),Movie,Manga,1,Finished Airing,17-Apr-04,"{'from': '2004-04-17', 'to': '2004-04-17'}",1 hr. 45 min.,R - 17+ (violence & profanity),7.19,33840,2835,1425,55723,153,,,"{'Alternative version': [{'mal_id': 937, 'type': 'anime', 'url': 'https://myanimelist.net/anime/937/Appleseed', 'title': 'Appleseed'}, {'mal_id': 22677, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22677/Appleseed_Alpha', 'title': 'Appleseed Alpha'}], 'Sequel': [{'mal_id': 2969, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2969/Appleseed_Saga_Ex_Machina', 'title': 'Appleseed Saga Ex Machina'}]}","Mainichi Broadcasting System, Toho, TYO Animations, TYO","Sentai Filmworks, Geneon Entertainment USA",Digital Frontier,"Action, Military, Sci-Fi, Police, Drama, Mecha, Shounen",105,2004
55,Arc the Lad,,Arc,TV,Game,26,Finished Airing,"Apr 5, 1999 to Sep 11, 1999","{'from': '1999-04-05', 'to': '1999-09-11'}",22 min. per ep.,R - 17+ (violence & profanity),6.6,4322,5188,3417,11918,16,Spring 1999,Mondays at 19:00 (JST),[],"Sony Pictures Entertainment, Aniplex",ADV Films,Bee Train,"Action, Adventure, Fantasy, Horror, Sci-Fi",22,1999
56,Avenger,,,TV,Original,13,Finished Airing,"Oct 2, 2003 to Dec 25, 2003","{'from': '2003-10-02', 'to': '2003-12-25'}",24 min. per ep.,R - 17+ (violence & profanity),5.97,5305,7408,3221,13748,18,Fall 2003,Unknown,[],Production I.G,Bandai Entertainment,"Bee Train, Xebec","Adventure, Fantasy, Sci-Fi, Shounen",24,2003
57,Beck,Beck: Mongolian Chop Squad,BECK,TV,Manga,26,Finished Airing,"Oct 7, 2004 to Mar 31, 2005","{'from': '2004-10-07', 'to': '2005-03-31'}",25 min. per ep.,R - 17+ (violence & profanity),8.37,87024,181,414,184685,5739,Fall 2004,Thursdays at 01:30 (JST),"{'Adaptation': [{'mal_id': 145, 'type': 'manga', 'url': 'https://myanimelist.net/manga/145/Beck', 'title': 'Beck'}]}","Marvelous, Starchild Records, Asatsu DK, Kodansha",Funimation,Madhouse,"Comedy, Drama, Music, Shounen, Slice of Life",25,2004
59,Chobits,Chobits,,TV,Manga,26,Finished Airing,"Apr 3, 2002 to Sep 25, 2002","{'from': '2002-04-03', 'to': '2002-09-25'}",24 min. per ep.,PG-13 - Teens 13 or older,7.53,175388,1546,188,317641,3271,Spring 2002,Wednesdays at 02:20 (JST),"{'Adaptation': [{'mal_id': 107, 'type': 'manga', 'url': 'https://myanimelist.net/manga/107/Chobits', 'title': 'Chobits'}], 'Side story': [{'mal_id': 596, 'type': 'anime', 'url': 'https://myanimelist.net/anime/596/Chobits__Chibits', 'title': 'Chobits: Chibits'}], 'Summary': [{'mal_id': 1311, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1311/Chobits_Recap', 'title': 'Chobits Recap'}]}","TBS, Pioneer LDC","Funimation, Geneon Entertainment USA",Madhouse,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",24,2002
60,Chrno Crusade,Chrono Crusade,Chrno Crusade: Mary Magdalene,TV,Manga,24,Finished Airing,"Nov 25, 2003 to Jun 10, 2004","{'from': '2003-11-25', 'to': '2004-06-10'}",23 min. per ep.,R - 17+ (violence & profanity),7.76,78792,961,485,165433,1911,Fall 2003,Tuesdays at 02:28 (JST),"{'Adaptation': [{'mal_id': 338, 'type': 'manga', 'url': 'https://myanimelist.net/manga/338/Chrno_Crusade', 'title': 'Chrno Crusade'}], 'Side story': [{'mal_id': 4450, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4450/Chrno_Crusade__Az_demo_Wakaru_Chrno_Crusade_Kouza', 'title': 'Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza'}]}","Lantis, Kadokawa Shoten, Fuji TV","ADV Films, Funimation",Gonzo,"Action, Historical, Demons, Supernatural, Romance",23,2003
61,D.N.Angel,D.N.Angel,"DN Angel, DNAngel",TV,Manga,26,Finished Airing,"Apr 3, 2003 to Sep 25, 2003","{'from': '2003-04-03', 'to': '2003-09-25'}",23 min. per ep.,PG-13 - Teens 13 or older,7.31,76025,2376,582,143067,1421,Spring 2003,Unknown,"{'Adaptation': [{'mal_id': 94, 'type': 'manga', 'url': 'https://myanimelist.net/manga/94/DNAngel', 'title': 'D.N.Angel'}]}",Kadokawa Shoten,"ADV Films, Discotek Media",Xebec,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo",23,2003
62,D.C.: Da Capo,D.C.~Da Capo~,,TV,Visual novel,26,Finished Airing,"Jul 5, 2003 to Dec 27, 2003","{'from': '2003-07-05', 'to': '2003-12-27'}",24 min. per ep.,PG-13 - Teens 13 or older,6.87,24054,4030,1405,56523,183,Summer 2003,Saturdays at Unknown,"{'Adaptation': [{'mal_id': 3052, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3052/Da_Capo', 'title': 'Da Capo'}], 'Sequel': [{'mal_id': 291, 'type': 'anime', 'url': 'https://myanimelist.net/anime/291/DCSS__Da_Capo_Second_Season', 'title': 'D.C.S.S: Da Capo Second Season'}], 'Alternative setting': [{'mal_id': 5216, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5216/DCif__Da_Capo_if', 'title': 'D.C.if: Da Capo if'}, {'mal_id': 9393, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9393/TP_Sakura__Time_Paladin_Sakura', 'title': 'T.P. Sakura: Time Paladin Sakura'}], 'Other': [{'mal_id': 9353, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9353/DC_I_II_PSP_Re-Animated', 'title': 'D.C. I&II P.S.P. Re-Animated'}]}","Lantis, King Records",,"feel., Zexcs","Harem, Drama, Magic, Romance",24,2003
64,Rozen Maiden,Rozen Maiden,,TV,Manga,12,Finished Airing,"Oct 8, 2004 to Dec 24, 2004","{'from': '2004-10-08', 'to': '2004-12-24'}",24 min. per ep.,PG-13 - Teens 13 or older,7.53,74301,1563,554,148187,1894,Fall 2004,Fridays at 01:55 (JST),"{'Adaptation': [{'mal_id': 98, 'type': 'manga', 'url': 'https://myanimelist.net/manga/98/Rozen_Maiden', 'title': 'Rozen Maiden'}], 'Sequel': [{'mal_id': 65, 'type': 'anime', 'url': 'https://myanimelist.net/anime/65/Rozen_Maiden__Träumend', 'title': 'Rozen Maiden: Träumend'}], 'Other': [{'mal_id': 2237, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2237/Rozen_Maiden__Meitantei_Kunkun_-_Duell_Walzer', 'title': 'Rozen Maiden: Meitantei Kunkun - Duell Walzer'}], 'Alternative version': [{'mal_id': 18041, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18041/Rozen_Maiden_2013', 'title': 'Rozen Maiden (2013)'}]}","Mellow Head, Pony Canyon, TBS, Memory-Tech, Studio Jack",Sentai Filmworks,Nomad,"Action, Comedy, Drama, Magic, Seinen",24,2004
65,Rozen Maiden: Träumend,Rozen Maiden: Träumend,Rozen Maiden 2,TV,Manga,12,Finished Airing,"Oct 21, 2005 to Jan 27, 2006","{'from': '2005-10-21', 'to': '2006-01-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.74,47139,1024,1028,81387,471,Fall 2005,Fridays at 01:55 (JST),"{'Adaptation': [{'mal_id': 98, 'type': 'manga', 'url': 'https://myanimelist.net/manga/98/Rozen_Maiden', 'title': 'Rozen Maiden'}], 'Prequel': [{'mal_id': 64, 'type': 'anime', 'url': 'https://myanimelist.net/anime/64/Rozen_Maiden', 'title': 'Rozen Maiden'}], 'Side story': [{'mal_id': 1719, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1719/Rozen_Maiden__Ouvertüre', 'title': 'Rozen Maiden: Ouvertüre'}]}","Mellow Head, TBS",Sentai Filmworks,Nomad,"Action, Comedy, Drama, Magic, Seinen",24,2005
66,Azumanga Daioh,Azumanga Daioh: The Animation,Azumanga Daiou,TV,4-koma manga,26,Finished Airing,"Apr 9, 2002 to Oct 1, 2002","{'from': '2002-04-09', 'to': '2002-10-01'}",24 min. per ep.,PG-13 - Teens 13 or older,8.04,97303,500,369,203314,4362,Spring 2002,Tuesdays at 01:25 (JST),"{'Adaptation': [{'mal_id': 85, 'type': 'manga', 'url': 'https://myanimelist.net/manga/85/Azumanga_Daioh', 'title': 'Azumanga Daioh'}], 'Side story': [{'mal_id': 659, 'type': 'anime', 'url': 'https://myanimelist.net/anime/659/Azumanga_Daioh__Gekijou_Tanpen', 'title': 'Azumanga Daioh: Gekijou Tanpen'}, {'mal_id': 1593, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1593/Azumanga_Web_Daioh', 'title': 'Azumanga Web Daioh'}]}","Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records","ADV Films, Sentai Filmworks",J.C.Staff,"Slice of Life, Comedy, School",24,2002
67,Basilisk: Kouga Ninpou Chou,Basilisk,Basilisk: Koga Nimpo Cho,TV,Manga,24,Finished Airing,"Apr 13, 2005 to Sep 21, 2005","{'from': '2005-04-13', 'to': '2005-09-21'}",24 min. per ep.,R - 17+ (violence & profanity),7.66,54467,1190,669,125162,1317,Spring 2005,Unknown,"{'Adaptation': [{'mal_id': 221, 'type': 'manga', 'url': 'https://myanimelist.net/manga/221/Basilisk__Kouga_Ninpouchou', 'title': 'Basilisk: Kouga Ninpouchou'}], 'Sequel': [{'mal_id': 35964, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35964/Basilisk__Ouka_Ninpouchou', 'title': 'Basilisk: Ouka Ninpouchou'}]}","GDH, Kodansha, Sotsu Music Publishing",Funimation,Gonzo,"Action, Adventure, Historical, Supernatural, Romance, Samurai, Fantasy",24,2005
68,Black Cat,Black Cat,,TV,Manga,23,Finished Airing,"Oct 7, 2005 to Mar 31, 2006","{'from': '2005-10-07', 'to': '2006-03-31'}",24 min. per ep.,PG-13 - Teens 13 or older,7.49,89185,1656,430,181812,1703,Fall 2005,Fridays at 01:25 (JST),"{'Adaptation': [{'mal_id': 40, 'type': 'manga', 'url': 'https://myanimelist.net/manga/40/Black_Cat', 'title': 'Black Cat'}], 'Side story': [{'mal_id': 2589, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2589/Black_Cat__Toozakaru_Neko', 'title': 'Black Cat: Toozakaru Neko'}]}","GDH, Dentsu, TBS, Sotsu Music Publishing",Funimation,Gonzo,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",24,2005
69,Cluster Edge,,,TV,Original,25,Finished Airing,"Oct 5, 2005 to Mar 29, 2006","{'from': '2005-10-05', 'to': '2006-03-29'}",24 min. per ep.,PG-13 - Teens 13 or older,6.45,2185,5787,4074,7839,12,Fall 2005,Wednesdays at 01:00 (JST),"{'Side story': [{'mal_id': 3028, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3028/Cluster_Edge_Specials', 'title': 'Cluster Edge Specials'}]}",Bandai Visual,Sentai Filmworks,Sunrise,"Action, Fantasy, Military, Sci-Fi",24,2005
71,Full Metal Panic!,Full Metal Panic!,"FMP, Fullmetal Panic!",TV,Light novel,24,Finished Airing,"Jan 8, 2002 to Jun 18, 2002","{'from': '2002-01-08', 'to': '2002-06-18'}",24 min. per ep.,R - 17+ (violence & profanity),7.75,167633,985,187,318335,3899,Winter 2002,Tuesdays at 18:30 (JST),"{'Adaptation': [{'mal_id': 789, 'type': 'manga', 'url': 'https://myanimelist.net/manga/789/Full_Metal_Panic', 'title': 'Full Metal Panic!'}, {'mal_id': 10892, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10892/Full_Metal_Panic', 'title': 'Full Metal Panic!'}, {'mal_id': 37371, 'type': 'manga', 'url': 'https://myanimelist.net/manga/37371/Full_Metal_Panic_Tanpenshuu', 'title': 'Full Metal Panic! Tanpenshuu'}], 'Side story': [{'mal_id': 72, 'type': 'anime', 'url': 'https://myanimelist.net/anime/72/Full_Metal_Panic_Fumoffu', 'title': 'Full Metal Panic? Fumoffu'}], 'Sequel': [{'mal_id': 73, 'type': 'anime', 'url': 'https://myanimelist.net/anime/73/Full_Metal_Panic_The_Second_Raid', 'title': 'Full Metal Panic! The Second Raid'}], 'Summary': [{'mal_id': 36342, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36342/Full_Metal_Panic_Movie_1', 'title': 'Full Metal Panic! Movie 1'}, {'mal_id': 36343, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36343/Full_Metal_Panic_Movie_2', 'title': 'Full Metal Panic! Movie 2'}, {'mal_id': 36344, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36344/Full_Metal_Panic_Movie_3', 'title': 'Full Metal Panic! Movie 3'}]}",Kadokawa Shoten,"ADV Films, Funimation",Gonzo,"Action, Military, Sci-Fi, Comedy, Mecha",24,2002
